num_task,cpu-allocated,memory-allocated,resolution,time-elapsed,task-clock(ms),context-switches,cpu-migrations,page-faults,avg-fps,avg-q,avg-bitrate(kbits/s),avg-process-CPU(%),avg-process-Memory(MB),avg-system-CPU(%),avg-system-Memory(%),frame_generated
28,10,8321482752,480,108.89,38016.99,115844.25,5907.89,28700.43,32.62,23.82,0.00,35.42,230.48,97.89,84.03,3548.9478934672647
28,10,8321482752,480,110.03,38795.59,116128.86,6051.25,31539.61,31.74,23.81,0.00,35.34,230.12,97.90,83.98,3511.017587796204
28,10,8321482752,480,107.43,37872.35,115789.32,6157.25,31447.14,31.64,23.82,0.00,35.34,229.90,97.85,83.86,3456.671217504789
32,10,8321482752,480,128.10,39617.69,116125.75,5267.19,28366.53,26.88,23.80,0.00,31.07,203.76,98.50,93.79,3477.507217070871
32,10,8321482752,480,125.58,38762.96,116489.50,5493.97,36562.09,27.15,23.81,0.00,30.93,212.12,98.15,93.52,3469.1687789077473
32,10,8321482752,480,127.27,39300.70,116511.38,5389.12,37074.78,27.16,23.79,0.00,30.97,213.15,98.20,93.42,3484.728519604763
36,10,8321482752,480,395.20,58697.60,236661.53,13842.06,197932.81,5.43,23.89,0.00,29.10,195.61,97.09,97.86,2776.0862077757324
36,10,8321482752,480,142.42,39279.73,116842.25,4852.33,35451.33,24.02,23.79,0.00,27.68,200.48,98.50,97.00,3468.790043381517
36,10,8321482752,480,142.48,39172.17,116887.94,4948.28,33254.81,24.12,23.80,0.00,27.61,200.23,98.60,97.17,3479.7097167911998
38,10,8321482752,480,426.21,60265.94,250820.50,17410.92,230774.16,12.85,23.89,0.00,27.79,194.41,97.04,98.38,3524.695306292492
38,10,8321482752,480,359.87,55524.03,212972.45,16158.61,169537.61,12.10,23.87,0.00,27.97,194.65,96.78,98.40,3530.884173025351
38,10,8321482752,480,482.04,62926.18,251596.37,21769.39,218238.53,7.35,23.90,0.00,27.98,195.12,97.49,98.51,3527.0214764803563
39,10,8321482752,480,448.78,60267.58,248313.82,19568.38,218504.28,8.49,23.74,0.00,28.49,194.14,95.82,98.54,3445.8135729141472
14,10,8321482752,720,80.13,56107.55,117310.57,5078.79,43778.64,42.45,23.82,0.00,70.06,328.40,97.24,60.75,3460.7074438212126
14,10,8321482752,720,84.42,59190.74,116194.43,4766.93,38559.79,40.28,23.79,0.00,70.45,332.33,97.33,61.10,3464.19429994579
14,10,8321482752,720,80.33,56151.46,117080.57,4797.79,37813.00,43.74,23.86,0.00,70.32,331.18,97.27,61.05,3507.5378909372457
16,10,8321482752,720,90.67,55998.42,115157.25,4528.19,34127.44,36.34,23.85,0.00,61.99,328.00,97.70,67.77,3408.350166557046
16,10,8321482752,720,92.72,57223.01,115497.31,4478.31,30879.06,37.91,23.83,0.00,62.09,331.12,97.72,68.39,3513.781600200302
16,10,8321482752,720,94.12,58154.90,115997.81,4382.12,33890.06,36.81,23.86,0.00,62.07,331.89,97.84,68.33,3487.663752967686
20,10,8321482752,720,114.56,55670.15,108041.40,3701.20,31677.80,30.42,23.85,0.00,49.69,329.57,98.32,82.62,3500.820642830416
20,10,8321482752,720,112.03,55742.07,115001.35,4006.50,34976.95,31.26,23.90,0.00,49.85,330.27,98.36,82.55,3515.0917807736014
20,10,8321482752,720,112.64,55826.48,114306.30,3919.15,32867.40,31.03,23.87,0.00,49.73,330.95,98.30,82.69,3504.589732538171
24,10,8321482752,720,141.57,58654.78,115515.92,3395.21,38037.92,24.69,23.90,0.00,41.56,301.25,98.69,97.33,3510.3540643992856
24,10,8321482752,720,138.40,57218.23,115017.67,3568.83,42227.33,25.18,23.88,0.00,41.43,303.63,98.62,97.15,3499.702701769917
24,10,8321482752,720,136.90,56583.78,115232.67,3494.88,39853.92,25.65,23.89,0.00,41.51,302.40,98.60,96.84,3508.7429186194136
25,10,8321482752,720,1477.50,135526.53,633615.48,45138.32,609507.00,7.86,23.99,0.00,41.55,296.71,97.68,97.99,3600.0
25,10,8321482752,720,462.57,86648.78,286300.28,15730.00,250043.72,10.45,23.97,0.00,41.29,297.90,97.62,98.21,3600.0
25,10,8321482752,720,657.53,95006.48,341481.76,17487.56,317720.60,6.68,24.00,0.00,41.39,297.80,97.81,97.80,3600.0
14,10,8321482752,720,80.68,56548.37,118420.14,4743.07,42314.93,43.65,23.81,0.00,70.22,330.70,97.20,65.49,3521.376175852311
14,10,8321482752,720,80.34,55753.36,117302.07,4940.50,32562.64,42.18,23.84,0.00,70.39,330.89,97.16,65.48,3444.5914407560717
14,10,8321482752,720,81.62,56326.80,116602.64,4706.07,37642.00,43.86,23.82,0.00,70.27,333.50,97.35,64.57,3563.702548839424
14,10,8321482752,720,80.83,56042.02,126058.29,4417.86,37558.21,43.97,23.79,0.00,69.81,330.78,96.64,62.69,3540.466822386338
14,10,8321482752,720,83.77,57589.34,125325.43,4270.00,37365.71,41.92,23.82,0.00,69.90,331.98,96.79,62.77,3522.2526894894663
14,10,8321482752,720,84.54,59175.83,125390.29,4397.64,40301.36,40.69,23.85,0.00,70.12,332.60,96.85,62.91,3465.7460571036104
14,10,8321482752,720,82.98,57761.29,125803.29,4331.14,37419.29,41.93,23.80,0.00,70.02,331.49,96.79,62.77,3502.418599479791
14,10,8321482752,720,86.20,59987.38,125699.00,4330.00,37068.29,41.10,23.80,0.00,69.95,335.37,96.81,63.39,3537.814800477773
16,10,8321482752,720,94.90,58118.35,124536.75,4174.88,32786.06,36.01,23.89,0.00,61.44,331.48,97.24,69.99,3456.128437483722
16,10,8321482752,720,94.29,57978.67,124926.94,4068.56,35043.44,35.66,23.84,0.00,61.49,330.80,97.24,69.54,3433.4250188731685
16,10,8321482752,720,96.92,59001.96,124043.12,4098.56,38317.56,35.47,23.84,0.00,61.67,334.46,97.31,69.96,3477.2202584824017
16,10,8321482752,720,94.86,58248.76,124988.94,4085.19,32235.19,35.57,23.77,0.00,61.74,331.41,97.26,69.36,3436.1611447583073
16,10,8321482752,720,94.18,57989.99,124766.31,4059.12,32165.06,35.98,23.85,0.00,61.74,332.75,97.26,69.62,3450.1725635973794
16,10,8321482752,720,94.65,58031.28,124909.31,4139.81,34848.25,36.81,23.87,0.00,61.45,331.47,97.17,69.42,3495.2789650307477
16,10,8321482752,720,95.35,58217.72,124669.19,4136.38,34980.44,36.41,23.86,0.00,61.44,331.75,97.27,69.54,3506.2313485484847
16,10,8321482752,720,96.75,59430.37,125100.19,4044.75,37691.50,35.79,23.87,0.00,61.57,332.76,97.35,69.70,3486.5149291871853
20,10,8321482752,720,116.99,57898.27,122844.45,3756.95,34286.00,29.97,23.87,0.00,49.62,332.38,97.95,84.21,3513.8166893546527
20,10,8321482752,720,119.35,59076.62,122735.70,3603.20,33743.30,29.30,23.89,0.00,49.57,331.79,98.09,84.11,3503.0705759492876
20,10,8321482752,720,117.19,58067.37,122781.55,3667.30,34883.10,29.76,23.87,0.00,49.64,332.64,98.05,84.27,3505.4665197340996
20,10,8321482752,720,118.24,58453.20,122774.35,3745.10,35338.10,29.92,23.86,0.00,49.59,333.38,98.00,84.34,3537.704151361705
20,10,8321482752,720,116.05,56760.58,122488.45,3706.95,36585.45,30.40,23.87,0.00,49.50,332.28,97.95,84.20,3537.407589869205
20,10,8321482752,720,117.91,57676.56,122336.25,3718.10,33043.10,30.30,23.88,0.00,49.75,333.58,98.06,84.45,3546.3941922685945
20,10,8321482752,720,119.10,58870.48,123011.45,3709.85,32583.85,29.12,23.88,0.00,49.61,332.31,98.14,84.16,3490.8771915681145
20,10,8321482752,720,117.75,58009.67,122102.35,3673.50,36707.65,29.14,23.91,0.00,49.51,332.66,98.00,84.29,3480.5924169596374
24,10,8321482752,720,142.55,58856.84,123634.25,3391.54,31574.71,24.48,23.89,0.00,41.40,299.88,98.42,98.17,3513.984783421711
24,10,8321482752,720,143.20,59229.48,123665.08,3448.96,41020.58,24.27,23.88,0.00,41.35,300.77,98.41,97.95,3499.1845653483088
24,10,8321482752,720,140.70,57967.77,123550.33,3378.00,41335.88,24.98,23.87,0.00,41.34,300.30,98.43,97.92,3519.321703245898
24,10,8321482752,720,141.10,58274.64,123311.83,3381.08,41109.50,24.17,23.90,0.00,41.45,300.17,98.41,97.81,3473.463498716023
24,10,8321482752,720,143.11,59121.83,123683.67,3357.17,41441.92,24.84,23.90,0.00,41.49,300.32,98.44,97.94,3540.902018614874
24,10,8321482752,720,143.51,59154.97,123414.17,3370.38,40936.04,24.55,23.88,0.00,41.36,301.02,98.37,98.07,3534.4544484762023
24,10,8321482752,720,138.36,56988.05,122468.42,3341.00,40954.38,25.11,23.87,0.00,41.27,300.15,98.47,98.03,3500.299633755427
24,10,8321482752,720,138.91,57421.62,123085.00,3399.12,41697.50,25.29,23.86,0.00,41.44,300.11,98.42,97.89,3523.251807312516
25,10,8321482752,720,700.15,90883.25,331392.12,17812.36,274419.60,3.36,23.95,0.00,41.43,294.16,97.42,97.89,2903.847734327919
25,10,8321482752,720,238.68,67967.92,165175.44,9177.52,101518.56,7.44,23.91,0.00,41.38,295.61,97.79,98.12,2527.2964439010725
25,10,8321482752,720,591.85,93084.23,337050.88,13079.44,309214.60,10.97,23.97,0.00,42.51,295.39,97.03,98.25,3495.5677078826616
25,10,8321482752,720,341.97,76946.23,219057.16,13542.68,164596.36,4.05,23.91,0.00,41.46,294.26,97.75,97.86,2232.2421703280734
25,10,8321482752,720,331.15,73851.34,213433.64,11376.68,156635.32,5.13,23.90,0.00,42.06,294.34,97.77,97.96,2469.8350330212993
25,10,8321482752,720,295.41,70457.79,195377.52,7306.40,137347.56,14.32,23.94,0.00,41.83,295.53,97.13,98.12,3483.551551791822
25,10,8321482752,720,300.40,70525.90,201755.40,10810.72,144563.36,6.47,23.93,0.00,41.09,293.40,97.56,97.89,2641.8597889229086
25,10,8321482752,720,259.81,68040.15,183733.04,9251.88,121317.64,6.29,23.92,0.00,41.81,293.95,97.80,97.89,2423.3456790673836
26,10,8321482752,720,439.65,81675.75,269033.69,11010.54,231711.00,9.92,23.76,0.00,42.91,293.70,95.67,97.78,3359.774997112707
26,10,8321482752,720,357.58,73840.33,228592.08,11045.88,183779.81,4.76,23.66,0.00,41.81,292.29,95.92,97.41,2471.7888790838547
26,10,8321482752,720,152.84,58116.71,127827.31,3944.50,59811.42,14.64,23.56,0.00,41.29,293.72,96.58,97.70,2836.248915038954
26,10,8321482752,720,268.78,69101.66,186931.27,8047.81,126030.35,6.21,23.60,0.00,42.07,295.15,96.06,98.16,2448.740151638754
26,10,8321482752,720,223.57,64798.54,163214.88,9138.15,100295.50,7.27,23.56,0.00,41.28,292.31,96.35,97.59,2416.7068983867794
26,10,8321482752,720,248.33,65180.22,172658.69,7956.96,112050.58,6.32,23.74,0.00,41.56,292.79,96.50,97.85,2375.339631884169
26,10,8321482752,720,337.44,72702.76,217479.50,11940.81,164544.54,4.14,23.59,0.00,41.68,293.64,96.09,97.59,2240.9896524800793
26,10,8321482752,720,242.24,66454.93,174693.62,6653.65,117798.12,6.54,23.81,0.00,41.47,294.15,96.18,97.46,2386.459904182042
6,10,8321482752,1080,57.25,93962.67,133002.33,3467.33,37426.50,56.48,23.81,0.00,163.92,585.16,95.11,51.15,3388.8606615793396
6,10,8321482752,1080,55.58,90559.18,131677.83,3434.50,32421.67,57.62,23.88,0.00,162.19,583.01,94.91,51.41,3377.3991182437335
6,10,8321482752,1080,58.61,95132.96,131906.50,3568.83,35669.67,53.91,23.87,0.00,163.57,587.48,95.35,51.37,3346.24061132761
6,10,8321482752,1080,57.59,94285.25,132647.50,3401.17,35768.17,58.02,23.86,0.00,164.04,587.97,95.17,51.35,3434.442866360427
6,10,8321482752,1080,55.93,91181.80,132520.17,3452.00,34904.33,57.82,23.88,0.00,163.38,587.28,94.98,51.40,3385.667825620092
6,10,8321482752,1080,56.59,91952.72,131739.17,3326.67,31458.83,58.61,23.84,0.00,163.78,584.32,95.16,51.16,3426.507290373142
6,10,8321482752,1080,55.76,90501.80,132257.00,3508.33,33835.67,59.72,23.82,0.00,163.60,586.33,94.97,51.25,3418.6352192482123
6,10,8321482752,1080,56.26,91752.61,132502.50,3436.00,32299.83,59.43,23.84,0.00,163.92,584.89,95.03,51.26,3426.238612484629
10,10,8321482752,1080,92.98,93001.08,130824.60,3058.80,30605.10,33.85,23.95,0.00,100.33,585.34,97.29,77.52,3350.0003835305797
10,10,8321482752,1080,93.07,91706.09,129857.60,3079.40,29454.50,37.00,23.91,0.00,100.63,585.73,97.34,77.37,3483.052775367066
10,10,8321482752,1080,90.48,90503.26,129881.70,3092.40,29235.60,37.69,23.97,0.00,100.41,584.98,97.15,77.62,3468.3256646563336
10,10,8321482752,1080,97.89,97336.84,131544.70,3242.00,29926.30,34.54,24.00,0.00,99.79,588.44,97.36,77.93,3461.3321826551974
10,10,8321482752,1080,91.67,91375.75,130692.80,3102.10,32838.40,37.84,23.97,0.00,99.98,585.90,97.15,77.66,3497.102175635114
10,10,8321482752,1080,89.06,88386.71,130270.40,3095.10,28310.20,38.24,23.93,0.00,99.18,584.38,97.28,77.94,3480.3703274620448
10,10,8321482752,1080,90.27,89668.29,130133.00,3071.30,31189.00,37.79,23.96,0.00,99.45,584.78,97.22,77.80,3478.160076557195
10,10,8321482752,1080,91.37,91655.43,130463.90,3003.90,31228.30,36.91,23.98,0.00,100.44,584.58,97.33,77.36,3439.1639157171485
14,10,8321482752,1080,115.30,89081.26,123039.29,2920.79,48841.00,23.37,23.30,0.00,76.45,545.31,94.49,96.37,3093.8591985836747
14,10,8321482752,1080,117.61,90371.11,122720.36,2822.50,44301.64,23.74,23.23,0.00,77.30,547.12,94.45,95.84,3146.50779517048
14,10,8321482752,1080,111.20,85635.60,122423.71,2859.29,44308.43,23.41,23.31,0.00,76.71,541.47,94.41,95.68,3048.91962458039
14,10,8321482752,1080,112.51,86443.17,122860.36,2762.21,44600.86,24.92,23.57,0.00,77.66,548.80,94.40,96.85,3157.293598155689
14,10,8321482752,1080,112.19,85867.46,123873.07,2885.07,43144.64,24.18,23.25,0.00,76.18,544.39,94.30,96.49,3083.888934383701
14,10,8321482752,1080,115.27,88519.75,123617.57,2818.93,45613.71,24.44,23.14,0.00,77.02,548.33,94.59,96.30,3168.470748705859
14,10,8321482752,1080,115.12,88033.16,123903.36,2870.21,45377.21,23.06,23.26,0.00,76.84,544.46,94.41,95.98,3073.4150292410473
14,10,8321482752,1080,116.77,88829.70,124608.86,2915.00,45963.07,22.88,23.60,0.00,76.68,549.17,94.46,96.39,3092.752119242274
15,10,8321482752,1080,108.59,83042.91,116264.40,2689.20,46498.13,21.91,22.61,0.00,74.69,537.45,88.91,95.17,2907.2523811809488
15,10,8321482752,1080,106.69,81723.59,114818.87,2654.13,48465.47,23.15,22.58,0.00,74.44,524.88,89.30,95.68,2960.5812249853434
15,10,8321482752,1080,102.14,78544.89,114619.47,2617.33,45944.13,22.67,22.32,0.00,74.20,537.03,91.65,95.48,2860.7199519203405
15,10,8321482752,1080,106.24,80750.38,115068.87,2723.00,47061.73,21.61,22.49,0.00,74.40,535.80,90.94,95.29,2852.0225213329777
15,10,8321482752,1080,108.15,80645.76,116094.00,2748.00,47180.40,19.68,22.54,0.00,74.88,535.39,91.13,95.31,2762.951851536681
15,10,8321482752,1080,102.57,78894.23,114723.60,2647.47,46579.00,21.89,22.74,0.00,76.29,535.11,88.06,94.78,2832.6882552366665
15,10,8321482752,1080,120.16,82157.88,126497.00,5129.87,57899.00,12.86,22.93,0.00,75.50,535.90,94.35,95.14,2351.94153220996
15,10,8321482752,1080,103.69,79806.49,114492.13,2627.80,46993.53,23.28,22.89,0.00,75.34,530.86,92.63,95.29,2929.8950476637915
16,10,8321482752,1080,102.41,78541.07,108672.62,2514.56,48869.81,20.12,21.72,0.00,73.58,508.89,88.21,92.95,2702.164341274713
16,10,8321482752,1080,100.86,76813.34,108867.31,2556.38,48950.44,20.07,21.94,0.00,74.02,526.98,86.06,93.29,2680.1235637050536
16,10,8321482752,1080,105.05,76999.93,110805.81,2703.50,50924.31,16.54,21.76,0.00,71.72,518.09,87.63,95.54,2493.1817768706815
16,10,8321482752,1080,103.07,77963.38,109714.56,2554.06,49416.69,18.76,22.23,0.00,72.87,529.06,86.10,94.53,2632.156539266544
16,10,8321482752,1080,101.99,76993.40,109526.62,2578.88,48073.44,20.35,21.76,0.00,72.23,533.27,85.00,95.69,2713.4468043598145
16,10,8321482752,1080,101.84,76644.06,108938.50,2611.56,49133.06,18.61,22.15,0.00,72.47,532.03,84.88,94.81,2604.8539698694613
16,10,8321482752,1080,334.17,109238.17,252286.00,6269.81,203134.38,10.79,22.91,0.00,69.95,539.86,90.74,96.71,3157.031958989079
16,10,8321482752,1080,139.25,86087.00,129937.69,3127.75,70199.19,21.89,22.37,0.00,70.18,535.52,92.00,96.13,3155.118264465725
17,10,8321482752,1080,108.28,77139.67,102079.18,2678.82,46904.18,18.96,21.99,0.00,66.19,515.15,88.06,94.15,2705.0074010137378
17,10,8321482752,1080,107.96,77349.39,101935.88,2664.18,47696.00,20.07,22.59,0.00,71.24,537.58,87.38,94.76,2767.2478927552756
17,10,8321482752,1080,103.76,72721.85,101025.35,2601.82,46344.18,20.84,22.26,0.00,66.84,527.46,83.47,96.02,2744.4283460019506
17,10,8321482752,1080,104.66,74383.09,101431.71,2636.59,46658.82,20.45,21.73,0.00,67.82,512.66,85.50,94.47,2750.8098974978075
17,10,8321482752,1080,107.45,75354.30,102975.71,2658.47,48040.94,18.46,21.90,0.00,68.00,530.97,82.88,94.27,2663.8240209553983
17,10,8321482752,1080,492.04,136616.17,382771.12,6891.12,355964.06,12.07,21.90,0.00,66.23,526.46,83.54,94.60,2971.9505857836766
17,10,8321482752,1080,109.36,77388.29,103586.76,2632.47,46090.47,20.44,21.74,0.00,68.89,525.90,86.67,94.59,2810.8152143535012
17,10,8321482752,1080,105.74,75522.45,101727.59,2618.65,46976.29,19.43,22.80,0.00,68.28,534.31,85.93,94.97,2701.2431605494894
18,10,8321482752,1080,103.15,71187.72,96378.78,2563.44,48582.89,16.63,21.45,0.00,66.84,524.97,81.57,95.11,2475.084982940084
18,10,8321482752,1080,104.45,74080.09,96483.22,2600.28,48404.17,17.00,21.37,0.00,65.97,520.59,81.30,94.14,2519.1765106735315
18,10,8321482752,1080,99.78,70888.53,96183.28,2443.06,47606.56,18.78,21.45,0.00,67.17,523.83,82.02,93.78,2585.0466566249106
18,10,8321482752,1080,106.11,73966.26,97315.56,2572.61,48164.61,16.13,21.63,0.00,65.40,517.17,82.73,95.01,2472.93750578011
18,10,8321482752,1080,102.27,72581.38,97060.61,2492.28,48598.22,18.82,21.12,0.00,66.37,518.49,82.17,94.75,2612.0692809284837
18,10,8321482752,1080,100.66,71456.81,95941.94,2502.56,48531.06,17.80,21.23,0.00,67.19,510.46,84.94,93.98,2520.0993471922684
18,10,8321482752,1080,101.40,72281.88,96647.22,2479.44,47948.61,17.91,21.48,0.00,66.93,503.81,84.44,92.67,2548.4277928554498
18,10,8321482752,1080,102.91,72607.40,96546.61,2530.67,49081.28,17.29,21.74,0.00,64.61,521.67,83.09,95.12,2508.8310981106865
18,15,16763265024,480,54.28,41777.09,122413.61,10764.22,47392.44,57.30,23.62,0.00,77.50,255.32,92.23,29.97,3337.5703472163127
18,15,16763265024,480,52.45,40686.44,121766.11,10999.06,27150.17,63.01,23.71,0.00,78.49,259.15,92.24,30.30,3422.2321235929253
18,15,16763265024,480,52.21,40428.26,121449.17,11056.39,32456.61,61.35,23.67,0.00,78.22,259.36,92.07,30.34,3383.597687402874
18,15,16763265024,480,53.44,41553.78,122125.06,10693.67,41708.83,62.68,23.76,0.00,78.65,259.07,92.53,30.29,3435.5091802950296
18,15,16763265024,480,53.94,42055.63,122198.00,10637.28,39288.28,61.51,23.65,0.00,78.46,260.07,92.45,30.46,3414.4873315734753
18,15,16763265024,480,53.05,40115.54,121391.61,10907.72,39911.61,64.25,23.72,0.00,78.56,260.32,92.62,30.49,3464.048421656928
18,15,16763265024,480,53.89,41785.21,121936.17,10938.17,37447.33,63.75,23.75,0.00,78.42,260.21,92.42,30.44,3476.579981549783
18,15,16763265024,480,53.78,41819.39,121081.17,10887.50,40376.22,60.14,23.74,0.00,78.57,259.65,92.52,30.42,3386.858940677907
19,15,16763265024,480,56.38,41845.93,120718.95,10781.21,42594.89,56.71,23.69,0.00,74.91,259.17,93.04,31.73,3370.8000681629455
19,15,16763265024,480,55.49,41148.19,121441.95,10522.84,32511.63,59.89,23.74,0.00,74.85,259.60,92.99,31.83,3425.958666992814
19,15,16763265024,480,55.06,40152.11,121138.00,10461.89,35887.74,61.80,23.70,0.00,74.61,258.79,92.76,31.76,3457.8820886261597
19,15,16763265024,480,55.17,40816.80,121814.11,10656.37,36916.26,59.73,23.71,0.00,74.50,259.15,92.65,31.70,3412.4491526532674
19,15,16763265024,480,55.85,41390.34,121659.53,10630.32,40345.05,61.27,23.76,0.00,74.64,259.19,92.95,31.78,3445.0024612808465
19,15,16763265024,480,56.02,41757.30,121341.89,10536.63,40284.63,58.85,23.73,0.00,74.93,259.21,93.03,31.71,3414.316268696656
19,15,16763265024,480,56.96,41651.85,130295.53,9070.26,35792.53,59.56,23.73,0.00,73.84,259.42,91.75,31.64,3453.0224146148016
19,15,16763265024,480,57.80,42440.79,129834.32,9029.42,39458.11,59.80,23.66,0.00,74.15,259.76,92.07,31.68,3477.750270694399
20,15,16763265024,480,59.78,41965.10,129716.70,8656.30,33410.45,57.54,23.71,0.00,70.72,259.11,92.37,32.95,3483.8882582800798
20,15,16763265024,480,60.73,42664.65,129778.75,8750.10,43335.55,55.43,23.77,0.00,70.69,260.13,92.55,33.10,3440.926474831233
20,15,16763265024,480,59.48,41436.16,130251.90,8782.95,41915.00,57.93,23.66,0.00,70.34,259.08,92.18,33.01,3482.1046236891902
20,15,16763265024,480,60.38,42291.04,129557.70,8692.90,38901.85,55.90,23.69,0.00,70.61,259.54,92.52,33.09,3447.4984675202895
20,15,16763265024,480,59.72,41586.12,129234.45,8878.75,40503.00,57.24,23.79,0.00,70.45,259.45,92.37,33.07,3464.7616426955005
20,15,16763265024,480,60.39,42315.40,130104.00,8777.00,39892.60,56.41,23.76,0.00,70.57,259.66,92.48,33.05,3457.7795327246013
20,15,16763265024,480,60.38,41198.22,130013.60,8607.80,37129.30,57.14,23.75,0.00,70.53,259.18,92.48,33.01,3490.3100136226785
20,15,16763265024,480,59.42,41370.38,130439.55,8776.60,38390.80,59.20,23.75,0.00,70.29,259.27,92.22,33.08,3514.0291942225804
21,15,16763265024,480,64.29,41942.70,128741.67,8443.86,40431.05,54.00,23.72,0.00,67.57,260.51,92.99,34.51,3487.661873020618
21,15,16763265024,480,63.14,42342.09,129788.43,8309.71,36426.52,53.94,23.71,0.00,67.46,259.49,92.82,34.40,3461.9638157996815
21,15,16763265024,480,63.63,42687.35,129313.90,8695.14,39900.29,53.53,23.71,0.00,67.52,260.24,93.01,34.60,3461.017682653886
21,15,16763265024,480,63.53,42593.85,129720.10,8424.48,34593.90,54.10,23.69,0.00,67.66,259.50,92.88,34.40,3473.8382538312617
